track_name,track_popularity,playlist_genre,duration_ms,track_album_release_year,track_album_release_month,feature,value
Swing Back,25,edm,211983,2019,8,energy,0.657
Waves of 84,49,edm,331500,2019,7,energy,0.615
Bella di notte - Wolfgang Lohr Remix Radio Edit,35,edm,203115,2019,9,energy,0.885
You Make Me Happy,30,edm,178053,2019,6,energy,0.939
The Key To Your Ferrari,21,edm,212039,2019,4,energy,0.907
Invisible Man,29,edm,203347,2019,6,energy,0.859
Trouble,44,edm,195463,2019,3,energy,0.913
Bangalore Swing,35,edm,199646,2019,8,energy,0.579
Whoopedoo - Varrick Frost Remix,21,edm,166705,2019,7,energy,0.8
Notte in terza fila - Wolfgang Lohr Remix,26,edm,189194,2019,5,energy,0.912
Music Has the Power - Radio Edit,20,edm,206205,2019,3,energy,0.875
Live Robot Swing,20,edm,352259,2019,5,energy,0.647
The Great News,28,edm,189836,2019,4,energy,0.982
St Louis Blues,43,edm,207914,2019,5,energy,0.727
Party Like It's 1923 - Electro Swing Spin,44,edm,208238,2019,3,energy,0.858
Gringo,46,edm,214908,2019,3,energy,0.745
Miracle,33,edm,216224,2019,2,energy,0.881
Stay (Electro Swing Remix),42,edm,199521,2019,3,energy,0.842
Shake Like It's Coming On,31,edm,280874,2019,3,energy,0.681
Life of Crime,25,edm,199095,2019,2,energy,0.728
Don't Give a Damn - Varrick Frost Remix,23,edm,246290,2019,2,energy,0.803
Ring Me Up - Soundsystem Mix,5,edm,254213,2019,1,energy,0.902
OhLaLa,22,edm,185739,2019,2,energy,0.422
Dance With Me,44,edm,214118,2019,2,energy,0.573
The Olden Days,26,edm,197053,2019,10,energy,0.722
Fooling,32,edm,175500,2019,3,energy,0.829
Flirtatious,20,edm,169802,2019,9,energy,0.629
PiSk Swing,35,edm,260905,2019,3,energy,0.872
Cheek to Cheek - Swing Hop Mix,45,edm,180754,2019,6,energy,0.955
Very Nice People,43,edm,182419,2019,4,energy,0.9
Smoking Room,39,edm,258500,2019,3,energy,0.823
Next Level,59,edm,152500,2019,11,energy,0.939
No Strings Attached,50,edm,181935,2019,8,energy,0.945
Oldskool,50,edm,161642,2019,5,energy,0.976
Pressure,48,edm,135586,2019,12,energy,0.863
Out Of Control,45,edm,152812,2019,8,energy,0.895
Bombai,48,edm,223338,2019,6,energy,0.969
Feel It,44,edm,157734,2019,4,energy,0.921
Rave,42,edm,171429,2019,6,energy,0.926
Relieve,42,edm,164062,2019,3,energy,0.956
Lasers,41,edm,177143,2019,5,energy,0.851
Bassline,48,edm,160164,2019,9,energy,0.969
Mumble,42,edm,149524,2019,11,energy,0.918
Basslyn,39,edm,162874,2019,6,energy,0.734
Masquerade,38,edm,179833,2019,9,energy,0.94
Bring It Back,39,edm,170516,2019,2,energy,0.925
Infinite,39,edm,144375,2019,5,energy,0.868
Goliath,39,edm,170630,2019,7,energy,0.823
Echo,38,edm,141905,2019,4,energy,0.75
Free,38,edm,221250,2019,8,energy,0.862
I'm Odd,37,edm,153755,2019,1,energy,0.922
You Want This,34,edm,134048,2019,11,energy,0.93
Whisper,35,edm,198095,2019,1,energy,0.881
Higher Needs,35,edm,177264,2019,5,energy,0.922
Backfire,37,edm,164524,2019,3,energy,0.79
Throwback,33,edm,172062,2019,7,energy,0.865
Freaky All Night,33,edm,154762,2019,8,energy,0.959
Rebound,31,edm,141905,2019,9,energy,0.924
Rhythm,30,edm,260952,2019,2,energy,0.826
Breathe,27,edm,161925,2019,9,energy,0.897
Pony,53,edm,210937,2019,5,energy,0.984
"Made In France (with Tchami & Malaa, feat. Mercer)",62,edm,251429,2019,7,energy,0.949
Nightline,36,edm,213000,2019,6,energy,0.704
Fun,50,edm,174705,2019,5,energy,0.922
I Want U,40,edm,270476,2019,11,energy,0.965
Super Hott,49,edm,235430,2019,12,energy,0.968
Keep,41,edm,161932,2019,12,energy,0.88
911,37,edm,201577,2019,12,energy,0.974
Funk Accelerator,29,edm,156190,2019,12,energy,0.964
Sound Of The Underground,48,edm,248480,2019,12,energy,0.925
Big Ting Vibe,40,edm,171429,2019,11,energy,0.943
You Got That,21,edm,267102,2019,11,energy,0.978
Badboy Sound,22,edm,269032,2019,11,energy,0.932
Stay With U 2Night,33,edm,252000,2019,11,energy,0.973
FALL,57,edm,420907,2019,11,energy,0.803
Lose Control,47,edm,189765,2019,11,energy,0.903
Freak It Out,40,edm,261463,2019,11,energy,0.97
All Over Me,32,edm,190000,2019,11,energy,0.688
Real,49,edm,207512,2019,11,energy,0.841
SELECTA 19,58,edm,250000,2019,10,energy,0.833
Hell on Earth,56,edm,185333,2019,12,energy,0.92
Calibrator,38,edm,228571,2019,11,energy,0.722
Burner,43,edm,172941,2019,12,energy,0.106
"Mush, Mush (2019 Reboot)",47,edm,202500,2019,11,energy,0.746
Gimme That Juice,34,edm,201905,2019,11,energy,0.635
Animals (feat. Moa Lisa) - Alora & Senii Remix,27,edm,166457,2019,12,energy,0.886
Coming Home,45,edm,192125,2019,12,energy,0.642
One Night (feat. Raphaella),72,edm,161883,2019,11,energy,0.896
Radio Love - Dualities Remix,49,edm,180984,2019,10,energy,0.865
Instagram - R3HAB Remix,63,edm,151897,2019,10,energy,0.858
Is It Real? (feat. Salena Mastroianni),60,edm,190645,2019,10,energy,0.875
Spicy (with Diplo & Charli XCX) - Majestic Remix,43,edm,255880,2019,10,energy,0.818
Storm (feat. Kyra Mastro),50,edm,192441,2019,8,energy,0.719
Safe Place,55,edm,189867,2019,8,energy,0.694
Forgive or Forget - R3HAB Remix,61,edm,183307,2019,7,energy,0.813
Like I Love You - Rowen Reecks Remix,41,edm,174194,2019,8,energy,0.923
With Me,26,edm,189000,2019,7,energy,0.659
Ready for the Summer,34,edm,191905,2019,7,energy,0.906
Who Am I (feat. Conrad Sewell),58,edm,207807,2019,6,energy,0.889
"Baby, You Are Wrong",29,edm,186885,2019,6,energy,0.588
Love Me Louder,39,edm,155928,2019,6,energy,0.672
Lonely,49,edm,197480,2019,6,energy,0.838
Wait For You,24,edm,203245,2019,6,energy,0.726
Told You Once,33,edm,157885,2019,5,energy,0.974
You and I,52,edm,154560,2019,5,energy,0.8
The Rhythm of the Night,61,edm,197453,2019,3,energy,0.944
Made For You,48,edm,196480,2019,3,energy,0.673
Concrete Heart,40,edm,182660,2019,3,energy,0.862
Don't Stop Believin',50,edm,176000,2019,12,energy,0.816
On My Way - Da Tweekaz Remix,63,edm,204199,2019,6,energy,0.848
Selfish - Ale Mora Remix,37,edm,200234,2019,4,energy,0.879
Bathing Suit Body,41,edm,153512,2019,6,energy,0.921
So Good,49,edm,192381,2019,5,energy,0.777
Fire In My Soul (feat. Shungudzo) - Tom Staar Remix,37,edm,177271,2019,2,energy,0.978
Happiness,34,edm,179461,2019,5,energy,0.856
Magic City,45,edm,175238,2019,5,energy,0.867
Up & Down,60,edm,164893,2019,4,energy,0.746
Find Our Way - Feenixpawl Remix,46,edm,268125,2019,1,energy,0.756
Like This (feat. AMY MIYÚ) - Carta Edit,49,edm,142400,2019,12,energy,0.852
Hooked,62,edm,206250,2019,11,energy,0.789
Step Aside,31,edm,154687,2019,8,energy,0.922
Whatever I Want,25,edm,156667,2019,10,energy,0.962
On The Drums,58,edm,206129,2019,11,energy,0.957
Misomaniac,36,edm,209032,2019,11,energy,0.88
Walk In The Spot,47,edm,194748,2019,12,energy,0.908
Dumb,24,edm,201732,2019,8,energy,0.971
HEY!,31,edm,163548,2019,12,energy,0.994
LazersX999,43,edm,208586,2019,6,energy,0.983
Playtime,46,edm,148571,2019,10,energy,0.953
Drunk,45,edm,174720,2019,11,energy,0.945
Hornets Nest,33,edm,169535,2019,9,energy,0.975
Play Nice,41,edm,150757,2019,9,energy,0.796
Body Work,54,edm,196190,2019,4,energy,0.974
In The Place,34,edm,155588,2019,12,energy,0.868
Dance All Night,31,edm,139219,2019,9,energy,0.949
Zhong,29,edm,192857,2019,5,energy,0.985
The Bump,38,edm,166853,2019,7,energy,0.806
Feel The Vibe (Uh Uh),58,edm,189048,2019,11,energy,0.918
Push Ya Back Out,43,edm,214500,2019,11,energy,0.95
Tear it,35,edm,138750,2019,9,energy,0.946
Paradise,42,edm,141016,2019,11,energy,0.746
Earthquake,31,edm,148000,2019,12,energy,0.857
House Phone,48,edm,179693,2019,9,energy,0.965
Ferris Wheel,27,edm,204480,2019,11,energy,0.915
Superstars (feat. The Loose Cannons),32,edm,164516,2019,9,energy,0.86
Simulation,39,edm,221280,2019,10,energy,0.795
Space Whip,17,edm,294194,2019,9,energy,0.709
Peanut Butter,33,edm,143160,2019,8,energy,0.714
Don't Tell The Bank (feat. Roshin),41,edm,262746,2019,11,energy,0.828
Six Pack,48,edm,153171,2019,10,energy,0.885
Shake It,60,edm,190394,2019,11,energy,0.967
Automatic,36,edm,254286,2019,3,energy,0.94
You Don't Know Me,43,edm,140156,2019,11,energy,0.898
Underground,22,edm,130000,2019,10,energy,0.906
BOT,26,edm,181875,2019,12,energy,0.931
First Time,58,edm,184000,2019,10,energy,0.731
They Know,50,edm,179406,2019,12,energy,0.867
Avalon,43,edm,188000,2019,7,energy,0.968
BullDog,32,edm,139687,2019,6,energy,0.951
Legend,39,edm,166265,2019,11,energy,0.875
Keep It Coming,29,edm,167143,2019,9,energy,0.968
Redeem,37,edm,183750,2019,4,energy,0.965
You Want This,44,edm,169828,2019,10,energy,0.859
Stronger,41,edm,142266,2019,3,energy,0.91
We Like To Party,58,edm,172381,2019,5,energy,0.895
Don't Stop (feat. Moe Mitchell),31,edm,168049,2019,7,energy,0.974
DON'T TALK,36,edm,163200,2019,12,energy,0.881
No Style,41,edm,195960,2019,2,energy,0.738
ADHD,41,edm,152339,2019,1,energy,0.817
All Night,37,edm,205065,2019,3,energy,0.753
Your Mind - Will Clarke Remix,50,edm,220476,2019,9,energy,0.814
Came For The Low,61,edm,195976,2019,10,energy,0.531
Rabbit Hole,68,edm,189498,2019,11,energy,0.865
Paris,59,edm,201290,2019,11,energy,0.596
Control,53,edm,170005,2019,3,energy,0.363
The Power,28,edm,197450,2019,9,energy,0.831
Bottle In The Mix,42,edm,187148,2019,1,energy,0.883
EF2MOZ,32,edm,226452,2019,1,energy,0.942
Light - Deep Mix,47,edm,189048,2019,10,energy,0.767
2night - Radio Edit,34,edm,167295,2019,1,energy,0.877
Play - Loris Cimino Remix,39,edm,178583,2019,6,energy,0.863
Too Much,58,edm,182539,2019,10,energy,0.976
Here We Go Again,26,edm,177116,2019,12,energy,0.799
No Good For Me,28,edm,242154,2019,8,energy,0.881
Drunk,36,edm,153000,2019,10,energy,0.694
Bam Bam,58,edm,155650,2019,10,energy,0.891
KNAS - BROHUG Remix,51,edm,201120,2019,8,energy,0.752
Work,42,edm,217734,2019,7,energy,0.936
Find You,1,edm,172500,2019,7,energy,0.811
Teardrops,36,edm,184762,2019,10,energy,0.942
I Can Handle It (feat. Liz Hill) - Gianni Bini & Fabio Vela Old School Mix,26,edm,224061,2019,5,energy,0.856
Ritual - Benny Benassi & BB Team Remix,56,edm,185765,2019,8,energy,0.783
Alone,40,edm,157500,2019,9,energy,0.906
Trampoline (feat. AMY MIYÚ),39,edm,215931,2019,7,energy,0.929
Stay,34,edm,163425,2019,11,energy,0.762
Again - Radio Edit,34,edm,173678,2019,10,energy,0.86
Stay,48,edm,194916,2019,8,energy,0.95
The Weekend,48,edm,139048,2019,10,energy,0.665
Tell Me Why,61,edm,161951,2019,8,energy,0.909
After Hours,68,edm,164976,2019,6,energy,0.84
Tonight - VIZE Remix,47,edm,158100,2019,4,energy,0.889
House Music,46,edm,224816,2019,8,energy,0.861
This Song,31,edm,183145,2019,7,energy,0.634
Let Me Love You - DAZZ Remix,60,edm,160749,2019,4,energy,0.88
Rising Up - Rockefeller Remix,38,edm,167670,2019,6,energy,0.898
Wish You Well - Benny Benassi Remix,16,edm,192000,2019,7,energy,0.83
Jumbo,36,edm,350323,2019,5,energy,0.607
I Know,62,edm,146448,2019,9,energy,0.873
Neptune,54,edm,168024,2019,9,energy,0.878
La La Love,55,edm,181475,2019,9,energy,0.794
I Can't,31,edm,238341,2019,4,energy,0.715
Oh Yes (Rockin' With The Best),63,edm,159162,2019,4,energy,0.949
I'm Not Alone - CamelPhat Remix,58,edm,244146,2019,4,energy,0.969
Can't Be Without,36,edm,187424,2019,5,energy,0.896
La Isla Bonita - Mike La Funk Remix,39,edm,198875,2019,6,energy,0.941
Always There,29,edm,172258,2019,8,energy,0.682
Never Change,72,edm,170476,2019,9,energy,0.954
Overdose,19,edm,151181,2019,1,energy,0.434
Spell on Me,17,edm,256100,2019,1,energy,0.57
The Activist,18,edm,166875,2019,1,energy,0.925
Carousel,16,edm,166874,2019,1,energy,0.762
Overdue,16,edm,168750,2019,1,energy,0.655
Don't Play,14,edm,185664,2019,1,energy,0.95
Surrender,17,edm,148000,2019,1,energy,0.853
Nakamoto,15,edm,130000,2019,1,energy,0.914
X Ray,15,edm,168960,2019,1,energy,0.982
All Mine,17,edm,208250,2019,1,energy,0.92
Pumpkin Soup,19,edm,202500,2019,1,energy,0.88
Go Home,0,edm,156190,2019,2,energy,0.752
Back to Bass,19,edm,120000,2019,3,energy,0.797
Granite,19,edm,166299,2019,3,energy,0.646
Inception,18,edm,148837,2019,3,energy,0.924
Mind Palace,17,edm,154961,2019,3,energy,0.784
Someone Like You,17,edm,152889,2019,3,energy,0.915
Transformation,20,edm,150000,2019,3,energy,0.865
1.Casino of Tricks,17,edm,192756,2019,3,energy,0.836
Riot of Scruitiny,14,edm,186524,2019,3,energy,0.949
Can't Stop the Ocean,19,edm,121417,2019,3,energy,0.789
One Night of Karma,20,edm,120945,2019,3,energy,0.743
Magnun,20,edm,122813,2019,4,energy,0.89
Neon Lights,19,edm,219141,2019,4,energy,0.813
Feeling Awake,16,edm,125742,2019,4,energy,0.927
FTZ,15,edm,153750,2019,4,energy,0.778
All I Need,17,edm,124724,2019,4,energy,0.905
Blaze of Glory,19,edm,123750,2019,4,energy,0.962
We Are the Beat,19,edm,136875,2019,4,energy,0.728
Battle Party,22,edm,132000,2019,5,energy,0.815
Blackout,22,edm,144000,2019,5,energy,0.901
Waves,22,edm,172800,2019,5,energy,0.897
Flow,22,edm,165100,2019,5,energy,0.936
New Sensation,15,edm,134400,2019,6,energy,0.724
Headshoot,14,edm,135000,2019,6,energy,0.883
Smack That,46,edm,186593,2019,1,energy,0.819
Left Right,58,edm,155827,2019,10,energy,0.982
Future Noise,47,edm,203906,2019,12,energy,0.799
Milk Man 2019,45,edm,170684,2019,12,energy,0.905
Belong With You,39,edm,187734,2019,12,energy,0.819
Guilty,53,edm,189365,2019,12,energy,0.939
People Are Strange - Festival Mix,51,edm,195469,2019,11,energy,0.912
Activate,31,edm,177187,2019,12,energy,0.874
Where I Wanna Be,34,edm,176719,2019,12,energy,0.937
With Or Without You - Jac & Harri Remix,42,edm,189727,2019,11,energy,0.899
Fusion,38,edm,172091,2019,11,energy,0.782
Forever,37,edm,204489,2019,11,energy,0.856
Bomb Bae (Tiësto Remix),45,edm,252923,2019,12,energy,0.683
I Need Nothing,31,edm,163259,2019,11,energy,0.801
Forever One,38,edm,195652,2019,11,energy,0.861
Table Flipping Machine,38,edm,177209,2019,11,energy,0.904
With Or Without You - Kage Remix,32,edm,204194,2019,12,energy,0.801
Deep In My Soul,55,edm,144833,2019,10,energy,0.944
Just Like This,34,edm,144762,2019,11,energy,0.934
Belong,24,edm,170919,2019,11,energy,0.849
With Or Without You,39,edm,177500,2019,9,energy,0.93
Let It Sound,32,edm,154762,2019,10,energy,0.944
Tecno,37,edm,187200,2019,11,energy,0.977
Deadly Escape,32,edm,164889,2019,12,energy,0.91
Cyberpunk,30,edm,161719,2019,10,energy,0.921
Alone,40,edm,200625,2019,10,energy,0.824
GURU,28,edm,138984,2019,11,energy,0.98
Flight Level,24,edm,185630,2019,10,energy,0.97
People Are Strange,42,edm,186094,2019,10,energy,0.838
Cutoff,26,edm,143622,2019,11,energy,0.91
Burn Me Down,53,edm,206250,2019,8,energy,0.657
Movin' Too Fast,43,edm,189375,2019,8,energy,0.881
Boom!,26,edm,126726,2019,8,energy,0.931
Don’t Stop (feat. RayRay),47,edm,152241,2019,11,energy,0.943
Gam Gam,30,edm,179200,2019,8,energy,0.976
Doberman,50,edm,180960,2019,9,energy,0.986
Take Off,53,edm,191429,2019,9,energy,0.948
Ox,44,edm,175385,2019,7,energy,0.969
Hangover,39,edm,164409,2019,7,energy,0.87
Not Alone,48,edm,165785,2019,7,energy,0.958
Avalon,23,edm,191184,2019,10,energy,0.815
MADNESS,28,edm,183469,2019,7,energy,0.948
Let It Buzz,29,edm,183750,2019,6,energy,0.96
To The Wire - SWACQ Remix,32,edm,125714,2019,8,energy,0.674
Your Love,29,edm,203520,2019,9,energy,0.979
Obliviate,36,edm,160479,2019,10,energy,0.861
Do It,46,edm,254783,2019,6,energy,0.845
Beast,38,edm,171304,2019,6,energy,0.97
Losing My Religion - Ton Don Remix,32,edm,201305,2019,8,energy,0.912
Black Butterflies,38,edm,204375,2019,5,energy,0.825
Game Time,33,edm,140625,2019,9,energy,0.96
Devil Inside Me (feat. KARRA),61,edm,189333,2019,5,energy,0.869
Afterlife,27,edm,170625,2019,5,energy,0.963
Up In Smoke,33,edm,166490,2019,5,energy,0.849
Shoot N Miss,32,edm,148594,2019,5,energy,0.969
Feel Alive,40,edm,170618,2019,5,energy,0.587
Dominate,30,edm,144844,2019,5,energy,0.961
HI LO,31,edm,138750,2019,4,energy,0.952
Something - RetroVision Remix,25,edm,200952,2019,4,energy,0.766
Without Your Love,30,edm,173077,2019,4,energy,0.854
Identity - Ryos VIP Mix,33,edm,195469,2019,2,energy,0.923
My City,39,edm,200394,2019,4,energy,0.805
LUNA,55,edm,200625,2019,3,energy,0.982
Symphony - Dr Phunk Remix,49,edm,204350,2019,3,energy,0.79
Back To Life,32,edm,175312,2019,2,energy,0.68
Haunted,20,edm,138400,2019,2,energy,0.992
Mad Echoes,20,edm,169846,2019,2,energy,0.967
Raise,31,edm,167927,2019,2,energy,0.735
Gringos,21,edm,243750,2019,2,energy,0.947
Don't Stop,17,edm,164481,2019,1,energy,0.977
Omega,15,edm,127969,2019,1,energy,0.973
Never,36,edm,165754,2019,1,energy,0.899
Rollercoaster,30,edm,165714,2019,12,energy,0.987
Let The Music Take Control,62,edm,156450,2019,5,energy,0.971
Down Down Down,45,edm,157771,2019,1,energy,0.819
Turning Back,25,edm,171562,2019,1,energy,0.856
Electric Energy,34,edm,151880,2019,7,energy,0.952
Something - Quintino Remix,35,edm,182800,2019,4,energy,0.818
One time,20,edm,136875,2019,11,energy,0.933
Tempo,16,edm,158774,2019,11,energy,0.928
Where We Belong,23,edm,197565,2019,11,energy,0.919
About You,28,edm,179200,2019,11,energy,0.933
Fluto,26,edm,115312,2019,11,energy,0.98
True Reality,20,edm,191600,2019,11,energy,0.968
Workout,35,edm,130322,2019,10,energy,0.991
See The Light,27,edm,167068,2019,10,energy,0.738
Artemis,21,edm,168000,2019,10,energy,0.963
Telling Me,15,edm,160645,2019,10,energy,0.929
Bad Beat,23,edm,183247,2019,9,energy,0.946
Anymore,27,edm,176250,2019,9,energy,0.867
Okay,19,edm,159942,2019,9,energy,0.867
Heaters,22,edm,129946,2019,9,energy,0.986
Baile,16,edm,136895,2019,8,energy,0.941
Comin' Back,20,edm,176830,2019,8,energy,0.917
Escape,15,edm,157031,2019,8,energy,0.843
Octagon,16,edm,179510,2019,8,energy,0.839
Like This,21,edm,139414,2019,7,energy,0.987
RAW,19,edm,172630,2019,7,energy,0.897
Bring It Back,12,edm,149152,2019,7,energy,0.981
Back In Time - Asjockers Remix,11,edm,203530,2019,7,energy,0.975
Apocalypto,16,edm,163125,2019,7,energy,0.976
On The Dancefloor,18,edm,158095,2019,6,energy,0.907
Clap,18,edm,162942,2019,6,energy,0.979
Solstice,17,edm,131429,2019,6,energy,0.976
Like a Boss,11,edm,131958,2019,6,energy,0.943
Together,22,edm,151680,2019,6,energy,0.948
Pompero,13,edm,124233,2019,6,energy,0.958
Shambo,23,edm,147429,2019,6,energy,0.99
BRIZZ,11,edm,167619,2019,5,energy,0.996
My Body,22,edm,177143,2019,5,energy,0.968
Infinity,19,edm,194992,2019,4,energy,0.96
Damascus,12,edm,158095,2019,4,energy,0.936
Free Spirit,20,edm,173906,2019,4,energy,0.935
24/7ers,18,edm,204490,2019,9,energy,0.613
Talk To Me - Frdy Remix,36,edm,174375,2019,4,energy,0.875
Came to Play - Original Version,41,edm,175695,2019,7,energy,0.74
Bring It Back - Afrojack x Sunnery James & Ryan Marciano Edit,35,edm,179648,2019,4,energy,0.988
Fever,57,edm,171906,2019,3,energy,0.926
Don't Give Up On Me - Club Mix,45,edm,227695,2019,4,energy,0.849
Turn It Up,51,edm,172174,2019,3,energy,0.952
Matrix,39,edm,256848,2019,3,energy,0.901
So Close - Curbi Remix,21,edm,202505,2019,3,energy,0.882
Dancing in the Rain,44,edm,171781,2019,3,energy,0.917
Omega (feat. Ibranovski),54,edm,205920,2019,3,energy,0.681
Can't Get Enough,44,edm,166487,2019,3,energy,0.817
Lose Control,1,edm,145310,2019,4,energy,0.967
Ain't Nobody Else,0,edm,177143,2019,3,energy,0.861
Blackbird,3,edm,163705,2019,2,energy,0.798
365 - Jonas Aden Remix,49,edm,165998,2019,3,energy,0.802
TURN OFF THE LIGHTS,1,edm,232500,2019,3,energy,0.994
Gucci Fendi Prada,50,edm,166560,2019,4,energy,0.762
Exhale,45,edm,172969,2019,4,energy,0.74
Rave Child,34,edm,147697,2019,4,energy,0.923
No Place (feat. Dennis Skytt),31,edm,188571,2019,3,energy,0.875
I'm Not Alone - 2019 Edit,63,edm,201314,2019,4,energy,0.982
All Over The World,64,edm,145728,2019,2,energy,0.976
We Are One (feat. Pearl Andersson) (TYMEN Remix),29,edm,176429,2019,1,energy,0.804
Metaphor,61,edm,202000,2019,2,energy,0.951
Flip The Beat,48,edm,168750,2019,3,energy,0.902
Bad Boy Flow,31,edm,155854,2019,3,energy,0.81
Runaway,44,edm,187492,2019,3,energy,0.75
Jackpot,16,edm,152337,2019,3,energy,0.959
Enlighten Me,9,edm,157143,2019,4,energy,0.805
Say Something - RetroVision Remix,62,edm,208571,2019,3,energy,0.756
BARRACA,45,edm,150020,2019,3,energy,0.979
Cake,48,edm,154790,2019,3,energy,0.916
Drive Me Home - Official Animal Sound 2019 Anthem,40,edm,170000,2019,2,energy,0.89
No Trouble Now,17,edm,189375,2019,6,energy,0.802
Bring It,19,edm,247564,2019,4,energy,0.902
Money,14,edm,145366,2019,5,energy,0.983
Cold Walls,22,edm,195000,2019,4,energy,0.71
Only You,23,edm,187062,2019,4,energy,0.75
I'm The OG,14,edm,144375,2019,2,energy,0.998
In The Middle,69,edm,148189,2019,9,energy,0.92
Tell Your Friends (feat. Loote),49,edm,162809,2019,3,energy,0.796
Interestelar,62,edm,183545,2019,9,energy,0.784
Going Back To You,39,edm,210139,2019,11,energy,0.691
Life Is Music,52,edm,142727,2019,12,energy,0.983
Make Believe,47,edm,194531,2019,10,energy,0.882
The King (with Dzeko),62,edm,209493,2019,6,energy,0.726
Can You Feel It,46,edm,199385,2019,3,energy,0.961
TUTUTU,49,edm,160508,2019,4,energy,0.95
Money Money,39,edm,151000,2019,12,energy,0.937
Alive,30,edm,148125,2019,11,energy,0.896
More Of Your Love,41,edm,213984,2019,8,energy,0.869
The Flight,64,edm,202615,2019,9,energy,0.825
Beast Mode,59,edm,161600,2019,6,energy,0.971
La Guitarra,31,edm,201562,2019,9,energy,0.88
Reckless,57,edm,148125,2019,7,energy,0.974
Scream Loud,33,edm,142727,2019,11,energy,0.953
Primal,42,edm,149664,2019,9,energy,0.861
Bro Hymn,23,edm,169219,2019,10,energy,0.974
The Drill,58,edm,145920,2019,10,energy,0.751
Tonka,34,edm,140322,2019,8,energy,0.991
Hide Away (feat. Envy Monroe),42,edm,188000,2019,6,energy,0.746
Lightspeed,33,edm,132500,2019,9,energy,0.774
Snatch,50,edm,181846,2019,7,energy,0.966
Music Is Our Religion,39,edm,195692,2019,6,energy,0.972
Uno,52,edm,185625,2019,5,energy,0.886
The Power (feat. Snap!),55,edm,172452,2019,7,energy,0.991
Wonderful Together (feat. Envy Monroe),53,edm,203077,2019,6,energy,0.759
Night At The Opera,34,edm,208773,2019,8,energy,0.833
Hypnotize (feat. LexBlaze),32,edm,146667,2019,10,energy,0.983
Children Of Today,59,edm,169385,2019,4,energy,0.836
IZMIR,47,edm,185003,2019,8,energy,0.976
Tokyo,42,edm,198182,2019,7,energy,0.78
Bass,22,edm,146250,2019,7,energy,0.868
Super Friends (feat. Jack Wilby),31,edm,165346,2019,3,energy,0.793
Lost,43,edm,167358,2019,6,energy,0.73
Vale Vale,56,edm,193433,2019,8,energy,0.896
We Can Change (Infinity) - John Christian Remix,36,edm,178095,2019,5,energy,0.8
Aliens,41,edm,174375,2019,2,energy,0.976
We Found Love - Sidney Samson Remix,1,edm,159544,2019,8,energy,0.965
Ride It - Bentley Grey Remix,8,edm,260281,2019,11,energy,0.591
I'm Not Alright - Frank Walker Remix,30,edm,192720,2019,10,energy,0.869
Beat of My Heart (feat. Love Harder),49,edm,183183,2019,10,energy,0.524
RITMO (Bad Boys For Life) - Steve Aoki Remix,63,edm,231964,2019,12,energy,0.719
Congratulations,51,edm,201500,2019,11,energy,0.801
Storm (feat. Kyra Mastro) - Siks Remix,35,edm,205475,2019,8,energy,0.839
Flames (with ZAYN),70,edm,155526,2019,11,energy,0.643
Unlove You (feat. Ne-Yo),38,edm,150160,2019,10,energy,0.928
We Got Love - Joel Corry Remix,57,edm,159677,2019,12,energy,0.91
Time After Time (feat. Jessie Ware),58,edm,196519,2019,12,energy,0.822
Darkside (feat. marcos g),43,edm,173120,2019,11,energy,0.45
Run It (feat. Annika Wells),54,edm,219225,2019,12,energy,0.737
Feather,45,edm,211320,2019,10,energy,0.629
modern anxiety - Banx & Ranx Remix,36,edm,208663,2019,12,energy,0.779
Nightfall,42,edm,324917,2019,11,energy,0.845
Somebody That I Used To Know (feat. April Ivy),30,edm,218880,2019,12,energy,0.836
Between The Lines,46,edm,277717,2019,12,energy,0.928
Gold,36,edm,171123,2019,11,energy,0.493
Wave (feat. Mike Sabath) - R3hab Remix,43,edm,193920,2019,11,energy,0.801
It's Love (feat. Matthew Young),58,edm,195492,2019,11,energy,0.631
San Frandisco - Eli Brown Remix,45,edm,212511,2019,11,energy,0.967
Make It Right (feat. Lauv) [EDM Remix],66,edm,246322,2019,11,energy,0.741
EARFQUAKE - Channel Tres Remix,57,edm,228250,2019,10,energy,0.69
Summertime Love - Kingdom 93 Remix,30,edm,187619,2019,10,energy,0.897
Flash Pose,53,edm,152932,2019,10,energy,0.859
Something's Got To Give - Banx & Ranx Remix,37,edm,180187,2019,10,energy,0.902
Flying On My Own - Dave Audé Remix,39,edm,246109,2019,6,energy,0.894
Breathe In,16,edm,216000,2019,10,energy,0.535
Hurts 2B Human (feat. Khalid) - Midnight Kids Remix,52,edm,206443,2019,10,energy,0.656
Summer Air (feat. Trevor Guthrie) - Sunnery James & Ryan Marciano Remix,15,edm,215238,2019,10,energy,0.85
Dance X,43,edm,255427,2019,10,energy,0.94
Who's Gonna Love U,29,edm,180682,2019,8,energy,0.858
Swear to God - Dallerium Remix,36,edm,187464,2019,6,energy,0.9
"Body on My (feat. Brando, Pitbull & Nicky Jam)",53,edm,192507,2019,3,energy,0.726
BANG (with Helion),54,edm,156636,2019,12,energy,0.848
Primum,40,edm,186087,2019,12,energy,0.874
SAD,46,edm,152576,2019,10,energy,0.741
Violin 4.0 (Olympis Remix),46,edm,131611,2019,12,energy,0.526
Hands Up,24,edm,273809,2019,12,energy,0.547
Blue (with Olympis),49,edm,229977,2019,11,energy,0.709
