track_name,track_popularity,playlist_genre,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,track_album_release_year,track_album_release_month
You & I,23,pop,0.585,0.895,0.123,0.00147,0.547,0.0425,0.438,196171,2019,4
Over - Zonderling Edit,39,pop,0.817,0.943,0.0859,0.653,0.882,0.294,0.153,180462,2019,5
Simple Hit,55,pop,0.631,0.951,0.0439,0.108,0.836,0.173,0.703,219715,2019,5
Young,33,pop,0.724,0.798,0.0367,0.229,0.0507,0.0846,0.238,199159,2019,5
Smile,39,pop,0.776,0.598,0.19,0.151,2.05e-05,0.0858,0.419,221549,2019,4
Symphony - Acoustic Mix,24,pop,0.504,0.459,0.0286,0.649,9.51e-06,0.192,0.26,211996,2019,1
留学生,49,pop,0.65,0.878,0.0451,0.148,0.0,0.0499,0.781,214773,2019,3
Rain,26,pop,0.661,0.742,0.173,0.225,0.0,0.0992,0.478,232222,2019,3
スパゲッティー,42,pop,0.712,0.659,0.0436,0.167,0.0,0.0418,0.734,183824,2019,1
ガリレオ・ガール,37,pop,0.703,0.885,0.0322,0.0275,0.00284,0.255,0.939,191947,2019,3
Mi Body Good,27,pop,0.743,0.782,0.194,0.17,0.0,0.032,0.605,142895,2019,1
Cruisin',29,pop,0.697,0.687,0.0402,0.265,0.0,0.103,0.364,193341,2019,1
Drop Top,36,pop,0.787,0.652,0.139,0.227,0.000228,0.0888,0.839,175773,2019,7
Make A Move,45,pop,0.822,0.591,0.0515,0.0133,0.147,0.114,0.384,189147,2019,2
Limousine,18,pop,0.627,0.732,0.0306,0.00225,0.0105,0.0863,0.744,193783,2019,5
Too Fragile,27,pop,0.771,0.726,0.129,0.067,0.0,0.39,0.627,156682,2019,2
Violeta,67,pop,0.715,0.88,0.0685,0.00373,0.0,0.104,0.669,200913,2019,4
달라달라 DALLA DALLA,52,pop,0.79,0.853,0.0665,0.00116,4.23e-05,0.329,0.713,199874,2019,2
Never Grow Up,54,pop,0.805,0.858,0.059,0.145,2.66e-05,0.0686,0.483,196253,2019,7
Ooo!,29,pop,0.714,0.799,0.181,0.632,0.0,0.0934,0.615,180773,2019,5
Flame of Love,26,pop,0.742,0.732,0.0413,0.0552,1.65e-06,0.0594,0.576,185187,2019,7
Famous,55,pop,0.818,0.796,0.133,0.00278,0.0326,0.0886,0.697,180187,2019,7
TURN,0,pop,0.704,0.482,0.0475,0.0302,9.13e-05,0.173,0.284,169796,2019,2
Sakura,37,pop,0.676,0.724,0.0576,0.506,0.0,0.124,0.59,241685,2019,1
Breakthrough,65,pop,0.868,0.728,0.11,0.0439,0.0,0.0975,0.616,217651,2019,6
DOWN BY LAW,48,pop,0.752,0.924,0.0838,0.0189,0.0,0.0598,0.786,201733,2019,1
Dream ship,36,pop,0.72,0.672,0.0546,0.0281,2.05e-06,0.15,0.315,183093,2019,3
Let Me Love You,24,pop,0.797,0.895,0.0886,0.309,0.0,0.128,0.671,204760,2019,6
more,45,pop,0.734,0.714,0.036,0.0134,2.76e-05,0.0751,0.744,292767,2019,5
"The Lights, The Nights - Strobe Ver.",25,pop,0.722,0.905,0.0446,0.0256,0.0,0.112,0.511,226909,2019,4
Sexy my lady,26,pop,0.772,0.849,0.128,0.18,0.0,0.244,0.562,168118,2019,7
MI NUH FRAID (Extravaganza Riddim),22,pop,0.818,0.817,0.182,0.0952,0.0,0.06,0.81,159214,2019,6
WILD,30,pop,0.621,0.92,0.141,0.000304,0.0,0.228,0.661,208627,2019,1
Overflow(変身),34,pop,0.917,0.6,0.0483,0.296,0.00159,0.0469,0.659,240988,2019,3
Woman We Are,26,pop,0.696,0.889,0.035,0.0187,0.0,0.35,0.586,195558,2019,5
Kill This Love,58,pop,0.738,0.861,0.237,0.32,0.00175,0.325,0.58,189040,2019,4
Free! Free! Free!,37,pop,0.721,0.861,0.0847,0.151,0.0,0.118,0.64,231933,2019,1
Days Gone By,37,pop,0.382,0.872,0.215,0.0278,3.17e-06,0.129,0.399,197400,2019,1
Bags,70,pop,0.742,0.546,0.0315,0.172,0.38,0.115,0.868,260520,2019,8
Alaska,69,pop,0.847,0.386,0.0507,0.411,0.00176,0.108,0.178,188000,2019,1
All My Happiness is Gone,57,pop,0.505,0.746,0.0271,0.00165,0.0463,0.266,0.724,260280,2019,7
Only Child,67,pop,0.826,0.365,0.0412,0.849,3.8e-06,0.186,0.802,239324,2019,2
Not,62,pop,0.422,0.788,0.0556,0.101,0.00282,0.16,0.544,367093,2019,10
Lucky,63,pop,0.477,0.328,0.0658,0.906,7.36e-06,0.262,0.283,251034,2019,2
The Victory - Reloaded,46,pop,0.686,0.629,0.0423,0.209,0.0,0.121,0.484,237400,2019,12
Finally // beautiful stranger,79,pop,0.626,0.55,0.029,0.051,0.0,0.118,0.123,221096,2019,12
One Thing Right - Koni Remix,46,pop,0.646,0.792,0.0661,0.0108,0.0,0.587,0.37,148986,2019,12
Lines,23,pop,0.701,0.728,0.0722,0.0753,0.0,0.377,0.479,233398,2019,6
Summer of Love,29,pop,0.664,0.231,0.0372,0.866,1.62e-05,0.0998,0.127,242048,2019,3
Berlin,37,pop,0.647,0.325,0.0278,0.409,0.000498,0.126,0.0961,241853,2019,11
Dreams,27,pop,0.397,0.694,0.331,0.0476,0.0,0.746,0.576,237255,2019,6
Help,42,pop,0.478,0.672,0.0589,0.000399,0.0,0.0921,0.72,185792,2019,11
Where Are You,39,pop,0.545,0.626,0.0377,0.235,0.000504,0.0974,0.571,165921,2019,4
Closure,38,pop,0.721,0.345,0.031,0.0905,0.000313,0.149,0.254,208457,2019,11
Okay.,29,pop,0.654,0.601,0.0234,0.029,0.0,0.209,0.708,199800,2019,8
Adore You,91,pop,0.676,0.771,0.0483,0.0237,7e-06,0.102,0.569,207133,2019,12
Never Enough,27,pop,0.596,0.681,0.0597,0.0978,0.000236,0.103,0.393,195683,2019,12
I Feel Love,78,pop,0.719,0.708,0.0417,0.00645,0.201,0.064,0.256,254453,2019,11
Down,21,pop,0.737,0.434,0.0416,0.39,3.12e-06,0.126,0.216,252684,2019,3
Alone Tonight,36,pop,0.621,0.606,0.0452,0.107,0.0,0.116,0.242,188788,2019,12
Like It or Not,39,pop,0.762,0.525,0.13,0.0374,0.000168,0.0944,0.632,179277,2019,12
Special,38,pop,0.595,0.502,0.131,0.347,0.0,0.121,0.288,191000,2019,11
Gone From Here - Original Mix,28,pop,0.675,0.693,0.0613,0.0989,0.0134,0.0816,0.374,267136,2019,12
HITHER,33,pop,0.793,0.749,0.0564,0.00219,0.845,0.0945,0.164,252263,2019,12
I've Changed,42,pop,0.657,0.73,0.0633,0.118,4.21e-06,0.152,0.249,215448,2019,10
If I Loved You,38,pop,0.663,0.829,0.0458,0.477,0.0,0.157,0.425,214437,2019,5
Nobody Else - Radio Edit,24,pop,0.615,0.726,0.0321,0.456,3.11e-05,0.104,0.53,212056,2019,12
Heart Beats Fast. (Xander Milne Remix),27,pop,0.691,0.66,0.0772,0.000117,0.446,0.0506,0.393,286000,2019,7
Maillot de bain,38,pop,0.687,0.449,0.0852,0.675,0.909,0.0643,0.91,215410,2019,8
Knowing,13,pop,0.37,0.196,0.0296,0.915,0.000116,0.147,0.215,61385,2019,11
Fantasy,43,pop,0.669,0.761,0.0514,0.354,0.000134,0.351,0.702,188875,2019,11
Swish,49,pop,0.646,0.412,0.111,0.145,0.0,0.111,0.276,121482,2019,10
Thraa,42,pop,0.889,0.55,0.104,0.319,2.77e-05,0.104,0.527,194715,2019,11
Yellow Hearts,89,pop,0.865,0.438,0.0719,0.177,0.0,0.0743,0.695,223258,2019,6
Sass Cafe,41,pop,0.799,0.616,0.262,0.343,4.15e-05,0.14,0.356,160800,2019,6
Cry for Me,73,pop,0.721,0.805,0.0927,0.05,0.0,0.153,0.653,189133,2019,10
Rich Boy,34,pop,0.836,0.47,0.211,0.527,0.000131,0.0963,0.317,170400,2019,7
Sunday Best,81,pop,0.878,0.525,0.0578,0.183,0.0,0.0714,0.694,158571,2019,1
Beyond the Sky,43,pop,0.774,0.828,0.198,0.719,1.65e-06,0.122,0.583,155520,2019,12
Tus Juegos,42,pop,0.839,0.848,0.0314,0.229,1.28e-05,0.0611,0.808,181156,2019,12
Liar,87,pop,0.74,0.498,0.0456,0.0169,0.00282,0.319,0.652,207039,2019,9
Nothing,40,pop,0.71,0.636,0.0397,0.0278,0.0,0.126,0.505,182426,2019,11
Still Don't Know My Name,75,pop,0.314,0.63,0.116,0.471,0.266,0.205,0.312,153294,2019,10
On & On - Mixed,53,pop,0.648,0.647,0.116,0.135,0.0,0.8,0.895,210559,2019,11
Find U Again (feat. Camila Cabello),74,pop,0.605,0.664,0.0316,0.00548,3e-06,0.204,0.164,176417,2019,5
Lost,44,pop,0.58,0.438,0.028,0.738,1.04e-06,0.189,0.225,196129,2019,12
Kill My Mind,66,pop,0.515,0.873,0.0389,0.00104,0.0,0.104,0.434,220930,2019,9
Good Thing (with Kehlani),82,pop,0.693,0.564,0.0378,0.399,0.0,0.0409,0.574,210901,2019,9
God Is A Dancer,45,pop,0.774,0.747,0.082,0.0241,6.11e-06,0.342,0.833,168125,2019,10
Supalonely,67,pop,0.863,0.631,0.0534,0.305,3.04e-05,0.123,0.817,223480,2019,11
Breathe,13,pop,0.601,0.77,0.0602,0.0683,0.000659,0.0566,0.175,235900,2019,4
Sad (feat. Afrojack) - SLVR Remix,49,pop,0.651,0.925,0.0666,0.0232,0.0134,0.0567,0.52,163125,2019,11
Mamma Mia,17,pop,0.691,0.939,0.279,0.0202,1.08e-05,0.558,0.794,172810,2019,11
Coke & Henny Pt. 2,6,pop,0.806,0.289,0.0389,0.609,0.0,0.105,0.457,157334,2019,3
Without No Fear,21,pop,0.649,0.831,0.0702,0.0443,0.383,0.0712,0.363,287581,2019,12
Don't Start Now,97,pop,0.794,0.793,0.0842,0.0125,0.0,0.0952,0.677,183290,2019,10
HIGHEST IN THE ROOM,94,pop,0.598,0.427,0.0317,0.0546,5.83e-06,0.21,0.0605,175721,2019,10
hot girl bummer,94,pop,0.778,0.559,0.0776,0.128,0.0,0.399,0.678,185093,2019,8
Follow God,85,pop,0.529,0.9,0.418,0.000248,1.21e-05,0.0426,0.434,104591,2019,10
"10,000 Hours (with Justin Bieber)",91,pop,0.654,0.63,0.0259,0.153,0.0,0.111,0.43,167693,2019,10
Beautiful People (feat. Khalid),85,pop,0.64,0.648,0.187,0.124,0.0,0.0802,0.548,197867,2019,7
ROXANNE,71,pop,0.621,0.601,0.148,0.0522,0.0,0.46,0.457,163636,2019,10
Look At Her Now,86,pop,0.563,0.564,0.271,0.114,0.0254,0.304,0.55,162596,2019,10
How Do You Sleep?,91,pop,0.477,0.682,0.0925,0.153,0.0,0.0763,0.345,202205,2019,7
Lights Up,74,pop,0.585,0.62,0.0327,0.0426,0.00224,0.15,0.281,172227,2019,10
Trampoline (with ZAYN),90,pop,0.619,0.459,0.0334,0.56,0.0,0.137,0.498,184280,2019,9
South of the Border (feat. Camila Cabello & Cardi B),91,pop,0.857,0.621,0.0824,0.148,0.0,0.0865,0.668,204467,2019,7
Goodbyes (Feat. Young Thug),51,pop,0.58,0.653,0.0745,0.447,0.0,0.111,0.175,174960,2019,7
I Don't Care (with Justin Bieber),84,pop,0.798,0.675,0.0442,0.0912,0.0,0.0894,0.842,219947,2019,7
Lalala,91,pop,0.843,0.391,0.0845,0.181,0.0,0.137,0.496,160627,2019,6
Sunflower - Spider-Man: Into the Spider-Verse,87,pop,0.755,0.522,0.0575,0.533,0.0,0.0685,0.925,157560,2019,9
Hot (Remix) [feat. Gunna and Travis Scott],86,pop,0.845,0.631,0.216,0.188,0.0,0.0806,0.545,279907,2019,11
Good as Hell (feat. Ariana Grande) - Remix,89,pop,0.668,0.892,0.0645,0.298,0.0,0.735,0.478,159011,2019,10
Ransom,90,pop,0.745,0.642,0.287,0.0204,0.0,0.0658,0.226,131240,2019,8
It's You,68,pop,0.732,0.463,0.0287,0.374,0.0,0.194,0.397,212607,2019,6
Graveyard,87,pop,0.667,0.583,0.0747,0.231,4.48e-05,0.181,0.187,181806,2019,9
Callaita,90,pop,0.61,0.624,0.309,0.6,2.12e-06,0.243,0.244,250534,2019,5
Panini,79,pop,0.703,0.594,0.0752,0.342,0.0,0.123,0.475,114893,2019,9
Bad To You (with Normani & Nicki Minaj),76,pop,0.727,0.583,0.0718,0.065,0.0,0.106,0.629,171840,2019,11
Take What You Want (feat. Ozzy Osbourne & Travis Scott),87,pop,0.499,0.8,0.0502,0.0906,0.0,0.147,0.272,229573,2019,9
No Me Conoce - Remix,86,pop,0.806,0.786,0.0741,0.145,0.0,0.0935,0.58,309120,2019,5
Fantasias,92,pop,0.879,0.703,0.0701,0.143,0.0,0.0569,0.788,199711,2019,8
Loco Contigo (feat. J. Balvin & Tyga),88,pop,0.694,0.758,0.218,0.278,1.34e-06,0.102,0.371,185195,2019,7
223's (feat. 9lokknine),85,pop,0.932,0.547,0.333,0.0388,0.0,0.0924,0.695,176640,2019,8
Stuck In A Dream (feat. Gunna),64,pop,0.753,0.652,0.0753,0.444,0.0,0.117,0.745,123560,2019,9
Si Te Vas,88,pop,0.732,0.644,0.132,0.0934,4.54e-06,0.143,0.554,204907,2019,9
Old Town Road - Remix,90,pop,0.878,0.619,0.102,0.0533,0.0,0.113,0.639,157067,2019,6
"Yo x Ti, Tu x Mi",88,pop,0.78,0.759,0.225,0.462,0.000868,0.143,0.579,201040,2019,8
Trigger,80,pop,0.57,0.585,0.251,0.128,9.7e-05,0.111,0.378,171987,2019,10
Make It Right (feat. Lauv),83,pop,0.584,0.685,0.425,0.0304,0.0,0.189,0.345,226321,2019,10
Lonely (with Jonas Brothers),80,pop,0.738,0.717,0.0573,0.062,0.0,0.205,0.5,139813,2019,9
Easy,78,pop,0.574,0.593,0.0463,0.411,1.55e-06,0.0966,0.355,194686,2019,10
Harleys In Hawaii,78,pop,0.722,0.757,0.132,0.185,6.32e-06,0.126,0.721,185815,2019,10
Feelings,81,pop,0.694,0.466,0.0384,0.0934,0.0,0.098,0.246,189613,2019,9
Bruises,86,pop,0.736,0.308,0.0677,0.946,0.0,0.186,0.361,220492,2019,5
July,88,pop,0.708,0.186,0.0422,0.868,0.0,0.0779,0.321,156107,2019,7
Heartless (feat. Morgan Wallen),82,pop,0.764,0.555,0.0604,0.275,0.0,0.0824,0.255,169227,2019,8
I.F.L.Y.,33,pop,0.812,0.519,0.0385,0.379,0.0,0.13,0.554,165714,2019,7
Orphans,78,pop,0.503,0.808,0.045,0.0254,0.00162,0.557,0.283,197533,2019,10
What Am I,79,pop,0.614,0.647,0.0524,0.0687,0.0,0.104,0.368,184665,2019,8
Teeth,80,pop,0.755,0.448,0.0405,0.0508,3.87e-06,0.11,0.431,204887,2019,8
Outnumbered,80,pop,0.614,0.684,0.157,0.247,0.0,0.0976,0.258,245700,2019,6
Playing Games (with Bryson Tiller) - Extended Version,80,pop,0.726,0.408,0.0614,0.603,0.0,0.225,0.459,143227,2019,10
Piece Of Your Heart,30,pop,0.677,0.744,0.0295,0.0404,0.00016,0.074,0.631,152913,2019,2
Obsessed,69,pop,0.582,0.826,0.0612,0.0614,2.7e-06,0.108,0.201,209933,2019,3
Bones (feat. OneRepublic),77,pop,0.658,0.804,0.0377,0.00463,0.0,0.178,0.508,205793,2019,1
One Touch (with ‪Jess Glynne),16,pop,0.69,0.757,0.244,0.533,0.0,0.202,0.581,197747,2019,9
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",84,pop,0.806,0.558,0.0683,0.482,0.0,0.0618,0.678,198973,2019,8
Sucker,87,pop,0.842,0.734,0.0588,0.0427,0.0,0.106,0.952,181027,2019,6
Underwater,61,pop,0.642,0.608,0.0357,0.12,0.000118,0.103,0.303,208960,2019,2
Slide Away,81,pop,0.53,0.538,0.0335,0.17,2.83e-06,0.248,0.288,233654,2019,8
Feeling So Good,56,pop,0.727,0.702,0.131,0.0991,9.42e-06,0.739,0.525,187160,2019,5
shut up,58,pop,0.821,0.448,0.0468,0.296,3.26e-06,0.0683,0.45,170364,2019,3
Missing You,74,pop,0.537,0.647,0.0519,0.168,0.0,0.108,0.531,214987,2019,4
Don't Let It Break Your Heart - Single Edit,75,pop,0.362,0.708,0.0672,0.0226,0.0,0.0873,0.513,196160,2019,11
Live Forever (With Cheat Codes),71,pop,0.69,0.676,0.0335,0.213,0.0,0.123,0.664,174780,2019,12
Love Me Less (feat. Quinn XCII),78,pop,0.732,0.856,0.0929,0.0828,0.0,0.323,0.771,177670,2019,4
Easier,81,pop,0.505,0.428,0.221,0.489,0.0,0.0977,0.618,157493,2019,5
What A Time (feat. Niall Horan),78,pop,0.518,0.467,0.0302,0.662,0.0,0.0853,0.386,173307,2019,1
My Oh My (feat. DaBaby),94,pop,0.724,0.491,0.0296,0.018,1.29e-05,0.0887,0.383,170746,2019,12
Demi Lovato Medley,55,pop,0.367,0.635,0.119,0.134,0.0,0.322,0.451,267153,2019,1
Phases,76,pop,0.77,0.636,0.131,0.169,0.0,0.0676,0.492,215760,2019,4
Insomnia,75,pop,0.754,0.653,0.0611,0.0944,0.0,0.383,0.379,179746,2019,3
No One Compares To You,79,pop,0.7,0.748,0.0434,0.127,0.0,0.0941,0.631,182920,2019,1
I Luv U (with R3HAB),71,pop,0.875,0.558,0.0641,0.0532,2.14e-05,0.116,0.44,150938,2019,12
Hate How Much I Love You,68,pop,0.779,0.42,0.221,0.665,0.0,0.0862,0.688,175898,2019,6
Slow Dance,78,pop,0.692,0.443,0.0386,0.214,0.0,0.06,0.363,178800,2019,8
Stuck On You,39,pop,0.58,0.664,0.0748,0.429,0.0,0.146,0.436,158467,2019,9
Down Low,55,pop,0.554,0.35,0.0287,0.799,1.39e-06,0.317,0.333,202007,2019,9
Favorite Part Of Me,70,pop,0.598,0.502,0.0447,0.862,0.0,0.096,0.403,198391,2019,9
Years,69,pop,0.664,0.285,0.0342,0.855,0.0,0.0952,0.256,190268,2019,9
Some Say,81,pop,0.779,0.342,0.0404,0.701,2.56e-06,0.132,0.482,175602,2019,9
Slow Dance (feat. Ava Max),41,pop,0.692,0.443,0.0386,0.214,0.0,0.06,0.363,178800,2019,8
Why Do You Love Me,68,pop,0.81,0.305,0.0902,0.28,0.000116,0.203,0.732,171908,2019,7
Dear Society,75,pop,0.65,0.594,0.0492,0.161,0.0,0.133,0.416,179577,2019,5
Sidelove,54,pop,0.753,0.343,0.0337,0.799,0.0,0.104,0.511,172154,2019,9
Doing To Me,66,pop,0.718,0.762,0.0571,0.284,1.58e-06,0.0971,0.368,190098,2019,8
The Kids Are Coming,69,pop,0.753,0.566,0.298,0.193,6.31e-05,0.14,0.154,204521,2019,8
Never Seen The Rain,84,pop,0.672,0.464,0.037,0.43,0.0,0.284,0.271,200742,2019,8
Johnny Run Away,71,pop,0.799,0.538,0.0622,0.642,1.23e-06,0.107,0.582,192346,2019,8
Jimmy,68,pop,0.592,0.464,0.0346,0.473,1.13e-06,0.125,0.182,223620,2019,8
If The World Was Ending (feat. Julia Michaels),88,pop,0.464,0.473,0.129,0.866,0.0,0.109,0.604,208687,2019,10
Colourblind,67,pop,0.493,0.154,0.0367,0.729,0.0,0.0747,0.115,206094,2019,8
Trampoline,65,pop,0.619,0.459,0.0334,0.56,0.0,0.137,0.498,184280,2019,12
OK (Anxiety Anthem),70,pop,0.684,0.803,0.0882,0.276,0.0,0.128,0.531,216547,2019,8
Shameless,73,pop,0.377,0.651,0.0588,0.0197,5.31e-05,0.174,0.0851,219742,2019,12
Up All Night,87,pop,0.665,0.712,0.0527,0.00103,0.00342,0.102,0.669,157220,2019,11
Someone New,60,pop,0.881,0.697,0.27,0.129,1.39e-06,0.0834,0.434,176618,2019,2
Ready,77,pop,0.529,0.496,0.151,0.214,0.0,0.212,0.588,178747,2019,7
Lonely,75,pop,0.594,0.26,0.0601,0.779,0.0,0.0924,0.303,144387,2019,9
Jesus In LA,77,pop,0.767,0.627,0.0401,0.537,0.0,0.359,0.689,172606,2019,7
Torn,81,pop,0.664,0.831,0.0435,0.111,1.42e-06,0.0596,0.696,198006,2019,8
Salt,80,pop,0.693,0.835,0.0623,0.131,0.0,0.073,0.743,180283,2019,12
Freaking Me Out,76,pop,0.429,0.553,0.0669,0.458,0.0,0.0766,0.382,192456,2019,7
Takeaway,85,pop,0.528,0.511,0.0324,0.126,0.0,0.101,0.351,209880,2019,12
DANCE,76,pop,0.766,0.548,0.0373,0.0263,1.81e-06,0.21,0.552,174448,2019,10
The First One,67,pop,0.538,0.541,0.16,0.39,0.0,0.103,0.183,188650,2019,5
So High,63,pop,0.571,0.496,0.0694,0.356,1.21e-06,0.0924,0.238,219854,2019,10
Watermelon Sugar,90,pop,0.548,0.816,0.0465,0.122,0.0,0.335,0.557,174000,2019,11
"thank u, next",87,pop,0.717,0.653,0.0658,0.229,0.0,0.101,0.412,207320,2019,2
7 rings,90,pop,0.778,0.317,0.334,0.592,0.0,0.0881,0.327,178627,2019,2
You Need To Calm Down,86,pop,0.771,0.671,0.0553,0.00929,0.0,0.0637,0.714,171360,2019,8
Strip That Down (feat. Quavo),71,pop,0.873,0.495,0.0518,0.199,0.0,0.0805,0.546,202062,2019,12
Hate Me (with Juice WRLD),88,pop,0.657,0.768,0.0507,0.108,0.0,0.144,0.759,186223,2019,6
Phantom,48,pop,0.602,0.843,0.0395,0.00251,0.000117,0.299,0.25,208347,2019,12
Telephone,52,pop,0.547,0.948,0.0693,0.0302,5.26e-05,0.335,0.892,153995,2019,10
Pure Water (with Migos),31,pop,0.68,0.559,0.129,0.172,0.0,0.318,0.137,194520,2019,1
Please Me,79,pop,0.747,0.57,0.081,0.0642,0.0,0.0832,0.65,200890,2019,2
How You Want It (feat. Jae Mazor),0,pop,0.511,0.816,0.322,0.0178,0.0,0.155,0.567,213395,2019,3
Another One,47,pop,0.564,0.435,0.0294,0.449,3.41e-06,0.103,0.316,225245,2019,6
Good News,51,pop,0.64,0.75,0.0439,0.0161,3.11e-05,0.178,0.223,211027,2019,7
Adore You,64,pop,0.704,0.802,0.17,0.398,0.0,0.0831,0.884,198280,2019,10
There Will Be Blood,60,pop,0.562,0.879,0.0905,0.00119,1.81e-05,0.167,0.602,197652,2019,10
Sims,55,pop,0.529,0.398,0.388,0.643,0.0,0.0637,0.567,155075,2019,10
9 2 5,41,pop,0.837,0.565,0.0838,0.00952,7.75e-05,0.222,0.73,156764,2019,10
Burnout,39,pop,0.638,0.478,0.0417,0.555,0.00826,0.135,0.471,172387,2019,10
Sweet Little Lies,66,pop,0.648,0.727,0.142,0.229,0.0,0.17,0.689,175067,2019,2
Perfect,26,pop,0.859,0.557,0.053,0.289,8.13e-05,0.12,0.56,142859,2019,9
Nervous,16,pop,0.802,0.716,0.0479,0.208,5.54e-05,0.106,0.597,178909,2019,4
Problems,72,pop,0.72,0.658,0.0446,0.0329,0.0302,0.123,0.134,171898,2019,10
King of the Doves,33,pop,0.876,0.578,0.0477,0.00744,0.0201,0.0659,0.694,209000,2019,10
Walking (feat. Swae Lee & Major Lazer),71,pop,0.701,0.663,0.202,0.0123,1.04e-05,0.131,0.334,167080,2019,10
BATSHiT,12,pop,0.58,0.803,0.13,0.0251,2.93e-06,0.107,0.831,172000,2019,10
Waste My Youth,38,pop,0.411,0.708,0.108,0.105,0.0,0.353,0.604,213633,2019,9
Afterlife,71,pop,0.673,0.61,0.0356,0.00662,0.0,0.0572,0.343,209200,2019,9
Not Going Out Tonight,28,pop,0.804,0.549,0.0743,0.109,0.000109,0.101,0.672,155000,2019,8
American Spirit,14,pop,0.77,0.544,0.0375,0.204,0.0129,0.059,0.504,221396,2019,7
Peachy Keen,52,pop,0.806,0.439,0.068,0.0625,0.00767,0.098,0.489,148238,2019,10
Bachelorette,42,pop,0.606,0.475,0.0305,0.327,0.000892,0.133,0.36,213964,2019,4
Playground,46,pop,0.721,0.551,0.216,0.131,0.00662,0.342,0.798,185016,2019,6
Hungover You,45,pop,0.574,0.581,0.132,0.147,0.000169,0.141,0.368,184186,2019,1
Picture (In My Brain),24,pop,0.594,0.618,0.0664,0.645,0.0,0.112,0.368,202411,2019,8
Never Gonna Get Away,31,pop,0.713,0.71,0.0342,0.0154,0.0437,0.109,0.672,181923,2019,8
Losers,33,pop,0.672,0.68,0.173,0.138,0.0,0.0729,0.674,201467,2019,6
Middle Name,34,pop,0.545,0.743,0.057,0.00626,0.000433,0.137,0.312,241839,2019,9
Wait,36,pop,0.64,0.609,0.0675,0.633,4.37e-05,0.112,0.342,205576,2019,6
Out of Place,33,pop,0.717,0.545,0.113,0.489,2.46e-06,0.134,0.398,178105,2019,5
Love Me Too,40,pop,0.871,0.443,0.25,0.687,0.000765,0.0985,0.779,202500,2019,7
Mad Man,6,pop,0.782,0.778,0.0554,0.294,8.51e-06,0.269,0.567,187054,2019,6
Lemontree,29,pop,0.794,0.827,0.117,0.0878,0.000215,0.109,0.331,164046,2019,8
365,32,pop,0.758,0.509,0.0371,0.277,0.000276,0.0829,0.667,166590,2019,10
Joyride,61,pop,0.738,0.677,0.105,0.54,0.000101,0.118,0.397,161734,2019,9
FOR YOUR EYES ONLY,51,pop,0.435,0.427,0.0346,0.896,0.00551,0.117,0.154,188674,2019,9
Thought We Were in Love,24,pop,0.561,0.631,0.0713,0.145,0.000666,0.117,0.223,193469,2019,9
Anywhere u go,55,pop,0.598,0.721,0.0652,0.7,0.0,0.119,0.34,189605,2019,9
Home To You,58,pop,0.619,0.146,0.0382,0.808,0.0,0.0971,0.288,221587,2019,11
The Way I Loved You (RAC Mix),31,pop,0.7,0.827,0.0414,0.464,0.000211,0.66,0.546,185387,2019,11
colorblind,61,pop,0.661,0.772,0.0362,0.125,0.00015,0.119,0.186,193977,2019,11
Black Heart,23,pop,0.652,0.456,0.0303,0.0994,0.000161,0.182,0.735,200000,2019,10
THAT BITCH,66,pop,0.778,0.738,0.218,0.0103,0.0,0.55,0.626,201102,2019,11
Graduation (with Juice WRLD),82,pop,0.731,0.65,0.271,0.107,0.0,0.124,0.605,177847,2019,8
useless,44,pop,0.808,0.342,0.0368,0.111,1.02e-06,0.0847,0.486,156522,2019,7
Deliriously Good,45,pop,0.609,0.842,0.0419,0.0645,0.0,0.0828,0.792,213622,2019,8
Wild Girl,60,pop,0.691,0.453,0.0906,0.437,1.05e-05,0.2,0.465,194088,2019,9
Do You Ever?,57,pop,0.769,0.554,0.0483,0.526,0.00309,0.105,0.764,150000,2019,10
Be Fine (feat. Wafia),56,pop,0.51,0.675,0.145,0.199,0.0,0.35,0.439,159661,2019,9
Get Stüpid,67,pop,0.843,0.797,0.0419,0.202,0.000117,0.0822,0.613,172800,2019,4
Back To You,44,pop,0.54,0.559,0.041,0.0498,0.0,0.12,0.463,200000,2019,8
Workin' On It,64,pop,0.631,0.466,0.0463,0.482,0.0,0.213,0.321,181291,2019,10
Sleepless,36,pop,0.84,0.459,0.147,0.104,2.6e-05,0.108,0.505,166000,2019,11
Regulars,52,pop,0.732,0.667,0.0391,0.032,0.000574,0.111,0.521,221783,2019,11
Straight From The Bottle,42,pop,0.782,0.478,0.0989,0.375,8.05e-05,0.0399,0.536,167509,2019,11
Margaret's Hymn,34,pop,0.737,0.369,0.112,0.494,1.18e-06,0.244,0.494,246741,2019,8
Kissing Other People,74,pop,0.699,0.663,0.0891,0.568,3.83e-06,0.13,0.379,161627,2019,11
Minute,38,pop,0.699,0.672,0.0548,0.237,2.51e-05,0.25,0.257,174067,2019,6
Criminal,40,pop,0.674,0.519,0.0451,0.4,0.0,0.11,0.29,148880,2019,6
So Good,63,pop,0.714,0.634,0.0517,0.289,0.0,0.0785,0.356,157533,2019,11
FUCK IT UP,47,pop,0.715,0.52,0.0413,0.207,0.0,0.209,0.306,188221,2019,10
